weekly_returns,cumulative_returns,bmk_weekly_returns,bmk_cumulative_returns
0.0,0.0,0.026768547576813795,0.026768547576813795
-0.0003274394237066103,-0.0003274394237066103,0.020839625490788327,0.04816601957403521
0.0082184517497349,0.007888321280923538,0.014295857988165572,0.0631504521378865
0.0,0.007888321280923538,0.022378307742567882,0.08694196013247835
-0.04846938775510206,-0.04096340857708036,-0.025122680482961846,0.059635064564545814
0.06317780129740666,0.019626414632779143,-0.10080936872985058,-0.04718607737822056
-0.03509272009504737,-0.016155049737445748,0.0328876622446721,-0.015850254909014372
0.0,-0.016155049737445748,0.026249319378062852,0.009983006065718003
0.0,-0.016155049737445748,-0.013419010633515915,-0.0035699666323482093
0.04505494505494512,0.028172030439218787,0.023007822809140377,0.019355719017080553
0.0,0.028172030439218787,-0.012765066794520052,0.006343575176451566
0.0,0.028172030439218787,-0.03734327313246655,-0.031236587816465544
-0.0989522700814901,-0.07356792600703688,-0.0016491930733890658,-0.03283426572559134
0.019933554817275767,-0.05510084147561578,-0.011194048993202532,-0.043660766339605805
0.01502985180226507,-0.04089914715490928,0.00422324027331733,-0.03962191597305775
0.0,-0.04089914715490928,-0.02849031551429293,-0.06698339059999747
0.02730719555900883,-0.014708792605456322,-0.0010556124280415302,-0.06796829452844932
0.00714733348043306,-0.007666587770869038,0.0047166797981303965,-0.06357219941203462
0.0,-0.007666587770869038,0.026026598844910875,-0.03920016869890941
0.0,-0.007666587770869038,0.007803059253674194,-0.03170299068434679
0.059370030733820064,0.051248277411370946,-0.02217747100992551,-0.05317736953744223
0.0,0.051248277411370946,-0.01202934625966201,-0.06456702680576032
-0.019011867486925613,0.031262084465367046,0.002394850673236748,-0.06232680452013828
-0.020775095298602275,0.009837516382763756,-0.006929268021652946,-0.06882419340833801
0.040727459016393415,0.0509656324444594,-0.038506113075240433,-0.10468015430988475
0.00444497953935471,0.05563715317723994,-0.027132921388788867,-0.12897279730081723
0.03277439024390244,0.09023501719143301,-0.04154395638824493,-0.16515871342272703
0.0,0.09023501719143301,0.037909495055154174,-0.13351030179738732
0.01924233313289231,0.11121368258537512,5.7262453867945595e-05,-0.1334606844710169
-0.031269543464665366,0.07646653803924086,0.008113625107003086,-0.12642990932433562
0.007353721329919925,0.08438257298096508,-0.058488085129344,-0.17752335115422269
0.0,0.08438257298096508,0.027068603556863913,-0.1552600568118384
0.010135716705260481,0.0953735675408216,-0.051512179076774856,-0.19877445203865163
0.05862501868204188,0.159589863401717,0.02963506542565386,-0.17503008050411173
0.0,0.159589863401717,0.0027576210481365937,-0.1727551260900303
-0.011360448807854084,0.14641640212043527,-0.017052031788873934,-0.18686133197712607
0.0,0.14641640212043527,-0.010846218620714776,-0.19568081173945895
0.0,0.14641640212043527,0.05194180297277362,-0.15390302293560876
-0.026865671641791045,0.11561715549630414,0.0083184527736484,-0.14686480518997191
0.0,0.11561715549630414,0.0,-0.14686480518997191
0.0,0.11561715549630414,-0.0779706065382133,-0.21338427378840652
0.013951458157641598,0.13118164156115797,-0.011284467614713356,-0.22226081347606552
-0.046558704453441235,0.07851528982855349,0.012341504649197033,-0.21266234168971765
0.0,0.07851528982855349,0.036743297916588036,-0.1837329595494741
0.0,0.07851528982855349,-0.03732543119823717,-0.21420047880719884
0.0,0.07851528982855349,0.028486727451822347,-0.19181562201520697
0.0,0.07851528982855349,-0.03505266033698928,-0.2201446345063689
0.0,0.07851528982855349,0.009292249354218907,-0.2128980239899766
0.0,0.07851528982855349,0.0027957348496070455,-0.2106974955654508
0.07818387339864352,0.16283779270701038,-0.004918970567897585,-0.2145800513539322
0.0,0.16283779270701038,-0.04311872415829876,-0.24844635746802723
0.0,0.16283779270701038,-0.006189344424638588,-0.25309798181524934
0.0,0.16283779270701038,0.008376928570242193,-0.24684123695994598
0.0,0.16283779270701038,0.019404651714335586,-0.23222645347755388
0.0,0.16283779270701038,0.02371412507512649,-0.2140193755659472
0.0,0.16283779270701038,0.005144925935161249,-0.20997556346676216
0.0,0.16283779270701038,0.019761530176136244,-0.19436347172432555
0.0,0.16283779270701038,0.0,-0.19436347172432555
0.0,0.16283779270701038,0.028114799531933077,-0.17171316223625244
0.0,0.16283779270701038,0.05433851499086484,-0.12670528548569104
0.0675142481367822,0.24134591198665967,0.06522220833380676,-0.06974707567882643
0.020284208750431347,0.2665256315968916,-0.024569900072272333,-0.09260329707133674
0.02823054331864905,0.3022803383038668,0.023903783375893495,-0.07091308284853004
0.03918496639228187,0.35331014959363327,0.02370888195225107,-0.04888547080640493
0.12045598878671124,0.5163244617980263,0.010052689237831869,-0.039324212014834936
-0.016066545123062933,0.49196236641134417,0.04903753286126733,0.007784958507511375
-0.019838809671419655,0.46236360898718853,-0.018120588937603266,-0.01047669846310284
0.0,0.46236360898718853,0.033091645732107766,0.02226825607502181
-0.07893496701225255,0.34693198575186623,-0.05614217312485281,-0.03512410533758348
-0.07092972501091233,0.25139447039408425,0.006155396771116539,-0.02918491137105028
0.0,0.25139447039408425,-0.046703345846504596,-0.0745252242082931
-0.027459954233409634,0.21703123550912085,-0.021898162420083245,-0.09479142116426997
0.0,0.21703123550912085,-0.015032504193205454,-0.1083989729213436
0.022151176067595316,0.2439899086866466,0.009983555514745834,-0.09949762457049938
0.0,0.2439899086866466,-0.01793767683529901,-0.11565054517037288
-0.0006818956699625733,0.24314163735443595,0.02530381408709914,-0.09327313097733647
0.0,0.24314163735443595,0.04899203257015272,-0.04885073867794554
0.038166437143419274,0.2905879245168912,-0.0021779161906549938,-0.050922262053908374
-0.003929811734600608,0.28551615694659094,0.01767309094806291,-0.034149124874405246
0.0,0.28551615694659094,-0.02169680468509194,-0.055105002666930414
0.0,0.28551615694659094,-0.00020216712657494806,-0.055296029373456235
0.0,0.28551615694659094,0.01329058078341161,-0.04274036493543443
0.0,0.28551615694659094,-0.028800825176166334,-0.07031023233312972
0.0,0.28551615694659094,-0.03039675084857929,-0.09856978056737309
0.035820895522388096,0.33156449689691647,0.02119426563149318,-0.07946462904846285
0.0,0.33156449689691647,0.029731521557509133,-0.05209571182256756
0.00850267404792665,0.34288635578782234,-0.005566809566432629,-0.05737251448205616
-0.000741289844329085,0.3418908877701887,0.03919370247842524,-0.020427453266679718
0.0,0.3418908877701887,0.006045318360596852,-0.014505625364376162
0.0,0.3418908877701887,-0.009246346019262996,-0.02361784735229433
0.0,0.3418908877701887,-0.021089273690495847,-0.044209037795997275
-0.02553846153846151,0.3076210589440578,-0.009894488209414298,-0.05366610020218954
0.0,0.3076210589440578,0.025481514105276437,-0.029552079586190327
0.0,0.3076210589440578,-0.0108264118433532,-0.040058548445115916
0.0,0.3076210589440578,0.007083822214411617,-0.03325849386605695
0.0,0.3076210589440578,0.014268154044739356,-0.019464877135094483
0.0,0.3076210589440578,0.005217096490984119,-0.014349330786309289
0.0,0.3076210589440578,-0.02414290424640264,-0.03814580051353811
0.0,0.3076210589440578,-0.006989778416286563,-0.04486894823672316
0.0,0.3076210589440578,-0.005537676721238172,-0.050158155227804424
0.0,0.3076210589440578,0.01925472814319318,-0.031869208727686726
0.0,0.3076210589440578,0.016869149418689444,-0.01553766575288007
0.0,0.3076210589440578,0.01235566576449898,-0.0033739781931841906
0.0,0.3076210589440578,0.0011898686912690248,-0.002188124092932231
0.0,0.3076210589440578,0.03056416784559035,0.02830916556061469
0.0,0.3076210589440578,0.004395699837875355,0.03282930399295525
0.0,0.3076210589440578,-0.002000874331640645,0.0307627423496295
0.0,0.3076210589440578,-0.03633103481473465,-0.006685934728406284
0.0,0.3076210589440578,0.0,-0.006685934728406284
0.0,0.3076210589440578,-0.025982167386797927,-0.032494387039953554
0.0,0.3076210589440578,0.022528956093408326,-0.010697495565450521
-0.007990867579908745,0.2971720322173357,0.040564431393298905,0.029432998002903554
0.057707747892412675,0.3720289088256221,-0.05047367266820735,-0.02252626617214637
0.05039822667781119,0.4411767327811258,0.05036991916346234,0.026709006785170297
-0.03389942948122593,0.3923216637582285,-0.05876511111486993,-0.03362566208119799
0.03475431324134381,0.44071084699319085,-0.06214909724771589,-0.09368495478621064
0.0359904357997556,0.4925626582379108,0.015558876826470946,-0.07958371063175185
-0.028313935042680503,0.4503023360854319,0.0008517382468207213,-0.0787997568751001
-0.0733279244001,0.34395467602767105,0.015070477914047586,-0.06491682895667106
0.002023745277927702,0.34667449795703087,0.018653924726333093,-0.04747385787116798
-0.03487095002745744,0.29971467883551983,-0.011074387483754333,-0.05802250145750831
0.0,0.29971467883551983,0.030447962454272837,-0.02934120594911671
0.0,0.29971467883551983,0.01304510067525766,-0.016678864259398796
-0.00771491550330633,0.2896874899098969,-0.012816566673899077,-0.029281665157472325
0.0,0.2896874899098969,-0.022684406642779487,-0.05130183460064197
0.0,0.2896874899098969,0.011234133355648268,-0.04064403289628671
0.0,0.2896874899098969,0.034711483261012255,-0.007343364302813904
0.0,0.2896874899098969,0.0004573570759136558,-0.006889365766525102
0.0,0.2896874899098969,0.023889105388850584,0.01683515883746667
0.0,0.2896874899098969,0.009827482305408308,0.026828088368458847
